city,date,temperature_2m (°C),relative_humidity_2m (%),surface_pressure (hPa),wind_speed_10m (km/h),wind_speed_100m (km/h),weather_condition
Virar,2024-03-12,27.295833333333334,56.458333333333336,1011.6625,12.799999999999999,21.366666666666664,Sunny
Virar,2024-03-13,25.825,68.04166666666667,1011.7624999999999,12.950000000000001,19.991666666666667,Cloudy
Virar,2024-03-14,25.0625,73.04166666666667,1011.6333333333333,12.6875,19.179166666666667,Cloudy
Virar,2024-03-15,24.045833333333334,76.20833333333333,1010.9499999999999,8.291666666666666,11.070833333333333,Cloudy
Virar,2024-03-16,24.34166666666667,76.625,1010.5833333333334,10.420833333333333,14.8375,Cloudy
Virar,2024-03-17,24.945833333333336,79.5,1010.9291666666667,9.333333333333334,13.225,Cloudy
Virar,2024-03-18,25.395833333333332,81.66666666666667,1010.4666666666667,8.4,11.504166666666668,Cloudy
Virar,2024-03-19,26.46666666666667,62.416666666666664,1010.2916666666666,11.770833333333334,19.304166666666667,Sunny
Virar,2024-03-20,29.40833333333333,31.875,1008.8791666666666,16.745833333333334,28.375,Sunny
Virar,2024-03-21,28.933333333333334,35.291666666666664,1007.65,10.987499999999999,17.091666666666665,Sunny
Virar,2024-03-22,26.429166666666664,66.45833333333333,1007.475,8.829166666666667,11.870833333333332,Cloudy
Virar,2024-03-23,26.620833333333334,71.70833333333333,1008.0833333333334,9.454166666666667,14.3125,Cloudy
Virar,2024-03-24,26.925,77.625,1009.4458333333333,11.15,16.7625,Cloudy
Virar,2024-03-25,27.025000000000002,76.20833333333333,1009.5416666666666,11.083333333333334,16.733333333333334,Cloudy
Virar,2024-03-26,27.40416666666667,73.70833333333333,1009.6583333333333,10.137500000000001,15.179166666666667,Cloudy
Virar,2024-03-27,27.05,77.79166666666667,1010.6208333333334,9.033333333333333,11.691666666666668,Cloudy
Virar,2024-03-28,27.72083333333333,76.83333333333333,1009.1166666666667,8.1,11.479166666666666,Cloudy
Virar,2024-03-29,28.2625,67.91666666666667,1008.5208333333334,11.4625,16.804166666666667,Cloudy
Virar,2024-03-30,28.462500000000002,63.125,1010.25,13.4625,20.916666666666668,Cloudy
Virar,2024-03-31,28.3625,63.0,1010.4458333333333,14.0875,21.645833333333332,Sunny
Virar,2024-04-01,27.712500000000002,73.625,1007.9375,12.4375,18.404166666666665,Cloudy
Virar,2024-04-02,27.045833333333334,74.70833333333333,1006.9833333333332,9.25,13.308333333333332,Cloudy
Virar,2024-04-03,27.079166666666666,75.20833333333333,1008.0333333333333,10.233333333333333,14.641666666666666,Cloudy
